word,language,length,b_count,b_count_tier,distribution_pattern,residue_class,category,expected_answer,batch_id,chatgpt_answer,chatgpt_correct,gemini_answer,gemini_correct,chatgpt_runs,gemini_runs,length_range,wrong_model
ccabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcaaacaaaacacccacccaa,mod_3,71,48,high,clustered,0,positive,YES,mod3_batch042,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
baacbcacbcaabacaabccabccabcaccbaccbaacbaacabccabcccbccabacacbcccbcccbaaaabcaabcacbccaabaccbacabccca,mod_3,99,23,medium,interleaved,2,negative,NO,mod3_batch042,NO,TRUE,YES,FALSE,1,1,61-100,gemini
caaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccaaacaacaaccaccccaa,mod_3,64,39,high,clustered,0,positive,YES,mod3_batch042,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
bbbcbbabbcbbabbabbcbbabbcbbabbcbbabbabbc,mod_3,40,27,medium,interleaved,0,positive,YES,mod3_batch042,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
baaaacaaaacaaccccccacbcaaaccaccacaccaaacacbccacaccccaccaccccccaa,mod_3,64,3,very_low,interleaved,0,positive,YES,mod3_batch042,YES,TRUE,NO,FALSE,1,1,61-100,gemini
baabcbbcabbbbcababbcbcbb,mod_3,24,14,low,random,2,negative,NO,mod3_batch042,NO,TRUE,YES,FALSE,1,1,16-30,gemini
aaccaacccccaaccacacccbacccbaacabcaaaaaacaaccacaccacacccccaacacbcccacaacbaccbaacaacaaaccaaca,mod_3,91,6,low,random,0,positive,YES,mod3_batch042,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
cccaccccaacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbca,mod_3,44,31,high,clustered,1,near_miss,NO,mod3_batch042,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbbbbbbbbbbbbbbbbbb,mod_3,21,21,medium,interleaved,0,positive,YES,mod3_batch043,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
acaaccaabbbbbbbbbbbbbbbbbbbbbbbbbbbbcaaaacaacacaccaacaaacaaccaacaccaa,mod_3,69,28,medium,clustered,1,near_miss,NO,mod3_batch043,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bababcbcbabcbcbcbababcbaa,mod_3,25,12,low,interleaved,0,positive,YES,mod3_batch043,YES,TRUE,NO,FALSE,1,1,16-30,gemini
baacbaaabccacbacabacabaccabcccbacabcaacbaacbcacbcaaabcacbaaabaccc,mod_3,65,15,low,interleaved,0,positive,YES,mod3_batch043,YES,TRUE,NO,FALSE,1,1,61-100,gemini
abbbbbbbbbbbbbbbbbbbbbbbbbb,mod_3,27,26,medium,random,2,negative,NO,mod3_batch043,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbbbcccbbbcbbbbac,mod_3,18,12,low,random,0,positive,YES,mod3_batch043,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
acacaccccccccaabccacbbabacacbcbaa,mod_3,33,6,low,random,0,positive,YES,mod3_batch043,YES,TRUE,NO,FALSE,1,1,31-60,gemini
ccaaacaaaccaacaabacbcaacacaacccaaccabacaaaaacaa,mod_3,47,3,very_low,random,0,positive,YES,mod3_batch043,YES,TRUE,NO,FALSE,1,1,31-60,gemini
bbbcbbabbcbbc,mod_3,13,9,low,interleaved,0,positive,YES,mod3_batch044,YES,TRUE,NO,FALSE,1,1,1-15,gemini
aaaaaababcaabcccaaa,mod_3,19,3,very_low,random,0,positive,YES,mod3_batch044,YES,TRUE,NO,FALSE,1,1,16-30,gemini
abcabbccaacabcbaabbcbccc,mod_3,24,8,low,random,2,negative,NO,mod3_batch044,NO,TRUE,YES,FALSE,1,1,16-30,gemini
cacbbbbbbbbbbbaaaaccaaaacacac,mod_3,29,11,low,clustered,2,negative,NO,mod3_batch044,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
bcccccccacacaaacccaaccacacaccccccaaaaccbaacacacacacaaacacccaaccacaaaaaccaaaacca,mod_3,79,2,very_low,interleaved,2,negative,NO,mod3_batch044,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bacacabccacabcaaacabaaccabacaccabaccacbccccac,mod_3,45,7,low,interleaved,1,near_miss,NO,mod3_batch044,NO,TRUE,YES,FALSE,1,1,31-60,gemini
cccabcbbbbacacabcabcbbaaaccabcccccaccbcaaaccacbcaaaba,mod_3,53,13,low,random,1,near_miss,NO,mod3_batch044,NO,TRUE,YES,FALSE,1,1,31-60,gemini
ccacccccabbbbbbbbbac,mod_3,20,9,low,clustered,0,positive,YES,mod3_batch044,YES,TRUE,NO,FALSE,1,1,16-30,gemini
bbcbcbbcbcbc,mod_3,12,7,low,interleaved,1,near_miss,NO,mod3_batch044,NO,TRUE,YES,FALSE,1,1,1-15,gemini
aaaaacacacaaacacacccccaaaacaacaacacacaccacaaacbbacaaacccccccaccccaacccaaccacacaccaacccaacccacaac,mod_3,96,2,very_low,clustered,2,negative,NO,mod3_batch044,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bbbbabbbbbbbbbbbb,mod_3,17,16,medium,random,1,near_miss,NO,mod3_batch044,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
bbbbbbbbbbbbbbbbbba,mod_3,19,18,medium,interleaved,0,positive,YES,mod3_batch044,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
abccaccccccacabcabaacaacaacacacabccacaccbccca,mod_3,45,5,very_low,random,2,negative,NO,mod3_batch045,NO,TRUE,YES,FALSE,1,1,31-60,gemini
aabcaccbcacacacaabaaacbbabaccacacc,mod_3,34,6,low,random,0,positive,YES,mod3_batch045,YES,TRUE,NO,FALSE,1,1,31-60,gemini
cbbbbbbbbbbbbbbbbbba,mod_3,20,18,medium,clustered,0,positive,YES,mod3_batch045,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bbbbcbbbbcbbbbabbbbabbbbabbbbabbbc,mod_3,34,27,medium,interleaved,0,positive,YES,mod3_batch045,YES,TRUE,NO,FALSE,1,1,31-60,gemini
acacbbbbbbbbbbbbbbac,mod_3,20,14,low,clustered,2,negative,NO,mod3_batch046,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbcbababbcbbcbbbbbbbbbbcbbbbbbbbbbabaabbbbbbabbabbbbbacbbabbbbbbabbb,mod_3,68,53,very_high,random,2,negative,NO,mod3_batch046,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bbbbbbabbbbbbabbbbbbabbbbbbcbbbbbabbbbbbabbbbbbabbbbbbcbbbbbbcbbbbbc,mod_3,68,58,very_high,interleaved,1,near_miss,NO,mod3_batch046,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
bacacbcaaaabcaccbacaacbacaac,mod_3,28,5,very_low,interleaved,2,negative,NO,mod3_batch046,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbbbbbbbbbbbbbbbbbbbaaac,mod_3,25,21,medium,clustered,0,positive,YES,mod3_batch046,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
cabbbabbcabacacbac,mod_3,18,7,low,random,1,near_miss,NO,mod3_batch046,NO,TRUE,YES,FALSE,1,1,16-30,gemini
cbcbbbccaccaaaa,mod_3,15,4,very_low,random,1,near_miss,NO,mod3_batch046,NO,TRUE,YES,FALSE,1,1,1-15,gemini
ccacccccaacacaacacacccaaacccacaaccaacaaaccaccccaaaaaaaaacaacabbbbbbbbbbbbbbbbbbbbbbbbbbbbbccaacc,mod_3,96,29,medium,clustered,2,negative,NO,mod3_batch046,NO,TRUE,YES,FALSE,1,1,61-100,gemini
ccabbab,mod_3,7,3,very_low,random,0,positive,YES,mod3_batch046,YES,TRUE,NO,FALSE,1,1,1-15,gemini
accbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcaa,mod_3,50,44,high,clustered,2,negative,NO,mod3_batch046,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbabbcbbbcbbabbbabbcbbbcbbc,mod_3,28,20,medium,interleaved,2,negative,NO,mod3_batch047,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbabbbabbbabbbcbbbabbcbbbabbbabbbcbbbabbbabba,mod_3,46,34,high,interleaved,1,near_miss,NO,mod3_batch047,NO,TRUE,YES,FALSE,1,1,31-60,gemini
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbacaaaaca,mod_3,54,45,high,clustered,0,positive,YES,mod3_batch047,YES,TRUE,NO,FALSE,1,1,31-60,gemini
aacccccccacccccaaacaacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaaa,mod_3,96,71,very_high,clustered,2,negative,NO,mod3_batch047,NO,TRUE,YES,FALSE,1,1,61-100,gemini
cccccabbbbbbbbbbbbbbbbbbaaa,mod_3,27,18,medium,clustered,0,positive,YES,mod3_batch047,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
aacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaacaacacaaaaaccacccacac,mod_3,70,44,high,clustered,2,negative,NO,mod3_batch047,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bcabbbbbbbbbcbbbacab,mod_3,20,14,low,random,2,negative,NO,mod3_batch048,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbbbcbbbbbbcb,mod_3,14,12,low,random,0,positive,YES,mod3_batch048,YES,TRUE,NO,FALSE,1,1,1-15,gemini
acccaccbbbbbbbbbbbbbbbcacaaccaaacac,mod_3,35,15,low,clustered,0,positive,YES,mod3_batch048,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
acaccccacccaacabaaaaaaaccacccaccacccacccac,mod_3,42,1,very_low,random,1,near_miss,NO,mod3_batch048,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bbbcbbcbbabbcbbbabbcbbabbc,mod_3,26,18,medium,interleaved,0,positive,YES,mod3_batch048,YES,TRUE,NO,FALSE,1,1,16-30,gemini
bccbaacbaabaccbaabcccbaabcaabacbcacbacbaaabcabaaabacbcccbccbcccbcabcccbcac,mod_3,74,21,medium,interleaved,0,positive,YES,mod3_batch049,YES,TRUE,NO,FALSE,1,1,61-100,gemini
bacbaccbaaabacabcccbcccbcccbaacbcacbaccbcacbccabcacbaca,mod_3,55,14,low,interleaved,2,negative,NO,mod3_batch049,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_3,33,32,high,interleaved,2,negative,NO,mod3_batch049,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bbbcbbbcbbcbbbcbbbcbbcbbbabbbcbbabbbcbbabbbabbbabbabbbcbbbabbabbbcbbbcbbcbbbabba,mod_3,80,58,very_high,interleaved,1,near_miss,NO,mod3_batch049,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
ccaaaacbbbbbbbbbbbbbbbbbbbbbbbaaaa,mod_3,34,23,medium,clustered,2,negative,NO,mod3_batch049,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
acbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbba,mod_3,58,55,very_high,clustered,1,near_miss,NO,mod3_batch049,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
aaccababaaaccaccbccaacbacaaabacaccaccccaab,mod_3,42,6,low,random,0,positive,YES,mod3_batch049,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
cbbcabcbbabbbcbcbbabacbbbcbbbbbbbbabbabaabbbbbbbbaabbbbbbc,mod_3,58,40,high,random,1,near_miss,NO,mod3_batch049,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbbbabbbbabbbbbcbabbbbbbcbaabbababcc,mod_3,38,27,medium,random,0,positive,YES,mod3_batch049,YES,TRUE,NO,FALSE,1,1,31-60,gemini
bbbabbabbbabbcbba,mod_3,17,12,low,interleaved,0,positive,YES,mod3_batch049,YES,TRUE,NO,FALSE,1,1,16-30,gemini
bbbbbabbbbbbbbbbbbbbbbbbbbbbbbbcbbb,mod_3,35,33,high,random,0,positive,YES,mod3_batch050,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bcbbbcbbabbbbabbbbabcbbbcbbabbbcbababbabbbbbbbcabbbbbbbbabb,mod_3,59,44,high,random,2,negative,NO,mod3_batch050,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
cbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_3,34,33,high,clustered,0,positive,YES,mod3_batch050,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
cbabccbbabbbb,mod_3,13,8,low,random,2,negative,NO,mod3_batch050,NO,TRUE,YES,FALSE,1,1,1-15,gemini
babaabcababcabaababaabac,mod_3,24,9,low,interleaved,0,positive,YES,mod3_batch050,YES,TRUE,NO,FALSE,1,1,16-30,gemini
cccbcaacacacaacbcabaaaacbacccaacbacbcaaacbbacccbac,mod_3,50,9,low,random,0,positive,YES,mod3_batch050,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bbbaaabbbbccbbbcbabcabbbbbbbbbbbbbbbbbbbbbbcbbbbbbabbcbacacabcbc,mod_3,64,45,high,random,0,positive,YES,mod3_batch050,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
abccacbbbcaabbaacbcaabacbcbcabbcccbaaababcbcabcaacccccacbcabacbccacaacccaabccaccbabcaa,mod_3,86,23,medium,random,2,negative,NO,mod3_batch050,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bcbbbbbbbcbccbbbbbbbcbbbbbbbbbbbbbacbbbbbbbbbcb,mod_3,47,39,high,random,0,positive,YES,mod3_batch050,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
cbbaaababcacbacbbcbbbbbcacbaacbbababb,mod_3,37,18,medium,random,0,positive,YES,mod3_batch050,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bbcbbbbbbbabcbbbbbbbbacbabb,mod_4,27,21,medium,random,1,near_miss,NO,mod4_batch001,NO,TRUE,YES,FALSE,1,1,16-30,gemini
baabaabccbaabcabcabcabcabccbacbaabaabcabaabacbaabaabcabcabccc,mod_4,61,20,medium,interleaved,0,positive,YES,mod4_batch001,YES,TRUE,NO,FALSE,1,1,61-100,gemini
acabbbbbbbbbbbbbbbbbbaccaa,mod_4,26,18,medium,clustered,2,negative,NO,mod4_batch001,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
bbcaacccaacabacabacaacabbaaacbabacaabcaaaabccaacbcb,mod_4,51,12,low,random,0,positive,YES,mod4_batch001,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
baacacacacaaccaccaccccaccccacbccaccaacccaccacaaaacccaccaccabcccccaaccaccacaacaaacaccaccca,mod_4,89,3,very_low,interleaved,3,negative,NO,mod4_batch001,NO,TRUE,YES,FALSE,1,1,61-100,gemini
acacbbbbbbbbbbbbbbbbbbbbbbbbbaaaccacccaacca,mod_4,43,25,medium,clustered,1,near_miss,NO,mod4_batch001,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbbbbbbbbbbbbbbabbbbbbbbbbbbbbbbbc,mod_4,36,34,high,interleaved,2,negative,NO,mod4_batch002,NO,TRUE,YES,FALSE,1,1,31-60,gemini
acbcbcbbbaabbbabbbacb,mod_4,21,12,low,random,0,positive,YES,mod4_batch002,YES,TRUE,NO,FALSE,1,1,16-30,gemini
cacacaacacaaaabaaaccbacacaacccccaaaacaacaaaaacaccaacaccccaacccccaacaccabccaccccaccaccabaccaaaacaaaa,mod_4,99,4,very_low,random,0,positive,YES,mod4_batch002,YES,TRUE,NO,FALSE,1,1,61-100,gemini
caccbbbbbbbbbbbbbbaaaacc,mod_4,24,14,low,clustered,2,negative,NO,mod4_batch002,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
cbbbbccacbbcabbcabbabbbacbccbaababccabca,mod_4,40,18,medium,random,2,negative,NO,mod4_batch002,NO,TRUE,YES,FALSE,1,1,31-60,gemini
babccbcbcabcababacbcc,mod_4,21,8,low,interleaved,0,positive,YES,mod4_batch002,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
cacacaacccaacaccaaccbcaacaccacccaccbaaaccacaacccccaaccaaababacacaccaaabcbcbcaac,mod_4,79,7,low,random,3,negative,NO,mod4_batch003,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
baacaabacaccbcccaabcaaacbcacacbaacacbccacabcaaacbaaaccbcccccbccacaa,mod_4,67,11,low,interleaved,3,negative,NO,mod4_batch003,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bcaacacbacaaaabacaaccbcacaacbcccccc,mod_4,35,5,very_low,interleaved,1,near_miss,NO,mod4_batch003,NO,TRUE,YES,FALSE,1,1,31-60,gemini
cacaaaccccaaccaacaaaccbbbbbbbbbbbbbbbbbbbbbbbbbbaca,mod_4,51,26,medium,clustered,2,negative,NO,mod4_batch003,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bcbcbabacbcbcbacbababaabcbabcbccbcbcbaababcbacbababaa,mod_4,53,23,medium,interleaved,3,negative,NO,mod4_batch003,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bcaabacabaaabacccbcacbaacbcacabcaabaacbccaabacabaccbaaaa,mod_4,56,13,low,interleaved,1,near_miss,NO,mod4_batch003,NO,TRUE,YES,FALSE,1,1,31-60,gemini
acaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccaaccaaa,mod_4,85,71,very_high,clustered,3,negative,NO,mod4_batch003,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
bcaabaccbcccabaaabaacbaaaa,mod_4,26,6,low,interleaved,2,negative,NO,mod4_batch003,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbacbccbbbbbabbbbcbacbcabbbabbbbbbbabbbbbabbbbbbbbabb,mod_4,54,40,high,random,0,positive,YES,mod4_batch004,YES,TRUE,NO,FALSE,1,1,31-60,gemini
bcabbbacbbbbba,mod_4,14,9,low,random,1,near_miss,NO,mod4_batch004,YES,FALSE,NO,TRUE,1,1,1-15,chatgpt
bbbbabbbbcbbbabbbbabbbabbbbcbbbbabbbcbbbbcbbba,mod_4,46,36,high,interleaved,0,positive,YES,mod4_batch004,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bcbabcbababcbcbaababcbcbabcbcbcbaabcbabcbcbababaa,mod_4,49,23,medium,interleaved,3,negative,NO,mod4_batch004,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbabbbbbbabbbbbbbbbbbbbbbbbbaabbababbbbbbbbbbbbbabbbb,mod_4,55,48,high,random,0,positive,YES,mod4_batch004,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
acbbbbbbbbbbbbbbbbbbbbbbbbbbacaacccacac,mod_4,39,26,medium,clustered,2,negative,NO,mod4_batch004,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
aaaccccccccccccccccacaacacbbbbcccaaccacc,mod_4,40,4,very_low,clustered,0,positive,YES,mod4_batch005,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
aaccaaacaccbbbbbbbbbbbbbbca,mod_4,27,14,low,clustered,2,negative,NO,mod4_batch005,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
bbabbabbabcbbcbbcbcbbabbabbabcbbabbabcbbabbabbcbcbbabbcba,mod_4,57,36,high,interleaved,0,positive,YES,mod4_batch005,YES,TRUE,NO,FALSE,1,1,31-60,gemini
caaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaaa,mod_4,52,45,high,clustered,1,near_miss,NO,mod4_batch005,NO,TRUE,YES,FALSE,1,1,31-60,gemini
accaccacacacacaaccccaccacacccaaacaaaaabbbbcaaaaaaaaccacaaccccaaaaa,mod_4,66,4,very_low,clustered,0,positive,YES,mod4_batch005,YES,TRUE,NO,FALSE,1,1,61-100,gemini
bbbbbbbbcbbbbbbbbbbbbbbbbbbbbccbbbabbb,mod_4,38,34,high,random,2,negative,NO,mod4_batch005,NO,TRUE,YES,FALSE,1,1,31-60,gemini
acccaacaaaaacbccaacbcaacaacaaaaacaabccaccbaac,mod_4,45,4,very_low,random,0,positive,YES,mod4_batch005,YES,TRUE,NO,FALSE,1,1,31-60,gemini
ccccaabbbbbbbbbbbbbbbbcaca,mod_4,26,16,medium,clustered,0,positive,YES,mod4_batch005,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bcccaccaacaacbbaacccacbaaaaba,mod_4,29,5,very_low,random,1,near_miss,NO,mod4_batch005,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbcbcbcbbabcbcba,mod_4,16,9,low,interleaved,1,near_miss,NO,mod4_batch006,NO,TRUE,YES,FALSE,1,1,16-30,gemini
cbbbbbabcabbcbbabcabbbbabcbbababbacbbbbbbbbcbbbbbbbbcbbbbbbbbbbbbbbbbbbcbbccbbbbacbcbcbbbc,mod_4,90,66,very_high,random,2,negative,NO,mod4_batch006,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bababababcbabcbababcbabcbabcababababcbcbcbabcbcbabcbcbac,mod_4,56,27,medium,interleaved,3,negative,NO,mod4_batch006,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbbbbbbbbbbbbbcaac,mod_4,20,16,medium,clustered,0,positive,YES,mod4_batch006,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
acacaacaccccbbbbcaacac,mod_4,22,4,very_low,clustered,0,positive,YES,mod4_batch006,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bababcbabcbcbabababababa,mod_4,24,12,low,interleaved,0,positive,YES,mod4_batch006,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bccaccaccaacccacaccccaaacaaacacaac,mod_4,34,1,very_low,interleaved,1,near_miss,NO,mod4_batch006,NO,TRUE,YES,FALSE,1,1,31-60,gemini
acacaacaacccaacbbbbbbbbbbbbbbbbbbbbbbbbbbbbcc,mod_4,45,28,medium,clustered,0,positive,YES,mod4_batch006,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
acaccaccacacaaca,mod_4,16,0,very_low,random,0,positive,YES,mod4_batch006,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bbbbbbbbbbbbbbbbbbbbbbbbbbbba,mod_4,29,28,medium,clustered,0,positive,YES,mod4_batch006,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
baccbaabbcacaaaaacacbbabcbabbcaaabcbcabacaccbabaaaabacbcaabaccbb,mod_4,64,20,medium,random,0,positive,YES,mod4_batch007,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
ccaccacccccccacaccacaaacccbbbbbbbbbbbac,mod_4,39,11,low,clustered,3,negative,NO,mod4_batch007,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bcccacccaaaaaaaaaaacccbacacccacaccccaacacaaabaacacaccacacccacacaaa,mod_4,66,3,very_low,interleaved,3,negative,NO,mod4_batch008,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bcbabcbabcbababcbabcbababac,mod_4,27,13,low,interleaved,1,near_miss,NO,mod4_batch008,NO,TRUE,YES,FALSE,1,1,16-30,gemini
acacccacacaacaacccccccaaacccacabcccccaaacccaaccaaccccaaccccccacc,mod_4,64,1,very_low,clustered,1,near_miss,NO,mod4_batch008,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
bbbbbbbbcbbbbbbbbabbbbbbbbabbbbbbbbabbbbbbbbabbbbbbbbcbbbbbbbbabbbbbbbbcbbbbbbbbcbbbbbbbbabbbbbbbba,mod_4,99,88,very_high,interleaved,0,positive,YES,mod4_batch008,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
bcbaabccbacbaabccbacbcbcabacbacbaabacbccbaa,mod_4,43,15,low,interleaved,3,negative,NO,mod4_batch008,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bbcbbcbbcbcbbcbbcbc,mod_4,19,12,low,interleaved,0,positive,YES,mod4_batch008,YES,TRUE,NO,FALSE,1,1,16-30,gemini
accbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_4,43,39,high,clustered,3,negative,NO,mod4_batch008,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbabbbbabbbabbbbcbbbabbbbabbba,mod_4,32,25,medium,interleaved,1,near_miss,NO,mod4_batch008,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bcacacccaaccacccabacaacccaacccaaccbaaaacaacacaacccaabcaaaccaaacccaaacbacccacaccaaaacaac,mod_4,87,5,very_low,interleaved,1,near_miss,NO,mod4_batch009,NO,TRUE,YES,FALSE,1,1,61-100,gemini
babcbcbaabcbabccbcbcbabacbcbabccbcbcbabacbcbcbcababcbaa,mod_4,55,24,medium,interleaved,0,positive,YES,mod4_batch009,YES,TRUE,NO,FALSE,1,1,31-60,gemini
aaacaaacacacccaacccaccaacaaaaccaacaacaacccaaccacacaccaaaccacccacbbccca,mod_4,70,2,very_low,clustered,2,negative,NO,mod4_batch009,NO,TRUE,YES,FALSE,1,1,61-100,gemini
babcbcbabcbabcbac,mod_4,17,8,low,interleaved,0,positive,YES,mod4_batch009,YES,TRUE,NO,FALSE,1,1,16-30,gemini
aaaaabbcaaabbcacccacbbaccabccbcabcabaacbbcacbabcabbacbbacabacbcaabaaababbaaaacababac,mod_4,84,26,medium,random,2,negative,NO,mod4_batch009,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bbbbcbbbcbbcababbbabc,mod_4,21,14,low,random,2,negative,NO,mod4_batch009,NO,TRUE,YES,FALSE,1,1,16-30,gemini
ccbcbccccbcbccaacc,mod_4,18,4,very_low,random,0,positive,YES,mod4_batch010,YES,TRUE,NO,FALSE,1,1,16-30,gemini
aacacaaacccaaacaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccacc,mod_4,55,33,high,clustered,1,near_miss,NO,mod4_batch010,NO,TRUE,YES,FALSE,1,1,31-60,gemini
cabaccacccbcacacabacccaaaccccbaabcacaacbbbccaa,mod_4,46,8,low,random,0,positive,YES,mod4_batch010,YES,TRUE,NO,FALSE,1,1,31-60,gemini
cccacaaabaccaaabcccaacacaaccccaabcccccbabaacccacaccaaacaaccabaacacccccaaaacaccccccaabcaccabccaa,mod_4,95,8,low,random,0,positive,YES,mod4_batch010,YES,TRUE,NO,FALSE,1,1,61-100,gemini
ccbbbbaccbbccbbbcbcbcbbbabbbcccbbbbcbbcbbbabbbabbb,mod_4,50,32,high,random,0,positive,YES,mod4_batch011,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
baaacbacccbaccabcccca,mod_4,21,4,very_low,interleaved,0,positive,YES,mod4_batch011,YES,TRUE,NO,FALSE,1,1,16-30,gemini
babccbaabcababaabacbaabca,mod_4,25,9,low,interleaved,1,near_miss,NO,mod4_batch011,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bcaccccbcabbbbbcbbabbbcbbbbcbabbabbbaacbccbcbccbcbbcbbbbbaabbbbcabcbcaacababbaacccacbccb,mod_4,88,44,high,random,0,positive,YES,mod4_batch011,YES,TRUE,NO,FALSE,1,1,61-100,gemini
ccacbcaabccababbabbabbabacccaaaabcbbbcbababbcabbbaabcbacbccbbacc,mod_4,64,26,medium,random,2,negative,NO,mod4_batch011,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bbbabba,mod_4,7,5,very_low,interleaved,1,near_miss,NO,mod4_batch011,NO,TRUE,YES,FALSE,1,1,1-15,gemini
