word,language,length,b_count,b_count_tier,distribution_pattern,residue_class,category,expected_answer,batch_id,chatgpt_answer,chatgpt_correct,gemini_answer,gemini_correct,chatgpt_runs,gemini_runs
baabbcaacaaaaacacaacbbccb,mod_4,25,6,low,random,2,negative,NO,mod4_batch024,NO,TRUE,NO,TRUE,1,1
accaccaacbaccaaacaacccccaa,mod_4,26,1,very_low,clustered,1,near_miss,NO,mod4_batch024,NO,TRUE,NO,TRUE,1,1
acaaacaabcbaaaccacccccc,mod_4,23,2,very_low,random,2,negative,NO,mod4_batch024,NO,TRUE,NO,TRUE,1,1
aabbcccaccacaacccccabab,mod_4,23,4,very_low,random,0,positive,YES,mod4_batch024,YES,TRUE,YES,TRUE,1,1
accccccccccaaccaacacaacaccaaccccacaccaacbbbbbbbbbbbbbbbbbbbbbbbbbbbbcaa,mod_4,71,28,medium,clustered,0,positive,YES,mod4_batch024,YES,TRUE,YES,TRUE,1,1
acaccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcac,mod_4,40,32,high,clustered,0,positive,YES,mod4_batch024,YES,TRUE,YES,TRUE,1,1
bbabbabbabbcbbabbcba,mod_4,20,13,low,interleaved,1,near_miss,NO,mod4_batch024,NO,TRUE,NO,TRUE,1,1
cabbccacca,mod_4,10,2,very_low,clustered,2,negative,NO,mod4_batch025,NO,TRUE,NO,TRUE,1,1
bbbcbbcbbbabbcbbbcbbc,mod_4,21,15,low,interleaved,3,negative,NO,mod4_batch025,NO,TRUE,NO,TRUE,1,1
bbbababbbcbcbbbcaacba,mod_4,21,12,low,random,0,positive,YES,mod4_batch025,YES,TRUE,YES,TRUE,1,1
aabbbbbbbb,mod_4,10,8,low,clustered,0,positive,YES,mod4_batch025,YES,TRUE,YES,TRUE,1,1
acaaccaaccacaaccacaacabbaac,mod_4,27,2,very_low,clustered,2,negative,NO,mod4_batch025,NO,TRUE,NO,TRUE,1,1
bbbbcbbbabbbabbba,mod_4,17,13,low,interleaved,1,near_miss,NO,mod4_batch025,NO,TRUE,YES,FALSE,1,1
cbcabcbaabbaccbccabaccccbcbcbabcccbaabcbbbcbacbbbbccbbc,mod_4,55,23,medium,random,3,negative,NO,mod4_batch025,NO,TRUE,YES,FALSE,1,1
cbaaaccccaca,mod_4,12,1,very_low,random,1,near_miss,NO,mod4_batch025,NO,TRUE,NO,TRUE,1,1
bbbbbbbbbbbbbcbbbbbbbbbbbbbabbbbbbbbbbbbbcbbbbbbbbbbbbc,mod_4,55,51,very_high,interleaved,3,negative,NO,mod4_batch025,YES,FALSE,YES,FALSE,1,1
bbbbbbbbbbbbbbbbbb,mod_4,18,18,medium,interleaved,2,negative,NO,mod4_batch025,NO,TRUE,NO,TRUE,1,1
bbbbbbbbbcbbbbbbbbbabbbbbbbbbabbbbbbbbba,mod_4,40,36,high,interleaved,0,positive,YES,mod4_batch025,YES,TRUE,YES,TRUE,1,1
caaacaaacaaaabbbbaac,mod_4,20,4,very_low,clustered,0,positive,YES,mod4_batch025,YES,TRUE,YES,TRUE,1,1
bbbbbbbbbbbbbcbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbabbbbbbbbbbbbbbbcb,mod_4,65,62,very_high,random,2,negative,NO,mod4_batch025,NO,TRUE,YES,FALSE,1,1
cbaabbaaabcacaaccbcaacbaacbbaaba,mod_4,32,9,low,random,1,near_miss,NO,mod4_batch025,NO,TRUE,NO,TRUE,1,1
bbcbaaccacabbbabbbaaccbbaaacaacbcaccccccc,mod_4,41,12,low,random,0,positive,YES,mod4_batch025,YES,TRUE,YES,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,52,52,very_high,clustered,0,positive,YES,mod4_batch025,NO,FALSE,YES,TRUE,1,1
bacaaaacaaaacaccacccabcaccccaaacaaaacaaaaabccccaacccccaaaccaacabacacaacaaaacaccaacac,mod_4,84,4,very_low,interleaved,0,positive,YES,mod4_batch025,YES,TRUE,NO,FALSE,1,1
abcabcbbbbaaaabbcbbcbbbababbcaaaacacccb,mod_4,39,17,medium,random,1,near_miss,NO,mod4_batch025,NO,TRUE,YES,FALSE,1,1
acacccaccccaccaacaccaacaaaaacaacccacccacacccacaaacaccccacaaaaacaaccaaacaaaca,mod_4,76,0,very_low,random,0,positive,YES,mod4_batch025,YES,TRUE,YES,TRUE,1,1
cabaaa,mod_4,6,1,very_low,random,1,near_miss,NO,mod4_batch025,NO,TRUE,NO,TRUE,1,1
accaacccaacaaabbbbbbbbbcccaaaacacccccaac,mod_4,40,9,low,clustered,1,near_miss,NO,mod4_batch026,NO,TRUE,YES,FALSE,1,1
acccaccaacacccacac,mod_4,18,0,very_low,clustered,0,positive,YES,mod4_batch026,YES,TRUE,YES,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_4,53,52,very_high,clustered,0,positive,YES,mod4_batch026,YES,TRUE,YES,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,63,63,very_high,random,3,negative,NO,mod4_batch026,NO,TRUE,NO,TRUE,1,1
bbbabbbabbbcbbcbbbcbbbcbba,mod_4,26,19,medium,interleaved,3,negative,NO,mod4_batch026,NO,TRUE,YES,FALSE,1,1
bbbbbbbbbbbbbbbbcbcbbbbcbbbabbbbbbbcbbbcbcbbbbbcbbbabccbbbbabbbbabbcbbbbb,mod_4,73,59,very_high,random,3,negative,NO,mod4_batch026,NO,TRUE,NO,TRUE,1,1
ccccaaca,mod_4,8,0,very_low,interleaved,0,positive,YES,mod4_batch026,YES,TRUE,YES,TRUE,1,1
bbbbbbbbbbb,mod_4,11,11,low,random,3,negative,NO,mod4_batch026,NO,TRUE,NO,TRUE,1,1
bbbb,mod_4,4,4,very_low,random,0,positive,YES,mod4_batch026,YES,TRUE,YES,TRUE,1,1
bbbbbb,mod_4,6,6,low,clustered,2,negative,NO,mod4_batch026,NO,TRUE,NO,TRUE,1,1
acacacaccaacacaccabcccaaccaaba,mod_4,30,2,very_low,random,2,negative,NO,mod4_batch026,NO,TRUE,NO,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,32,32,high,clustered,0,positive,YES,mod4_batch026,YES,TRUE,YES,TRUE,1,1
cccaaccacaaccccaccaaaca,mod_4,23,0,very_low,random,0,positive,YES,mod4_batch026,YES,TRUE,YES,TRUE,1,1
bcbcabaabacbcabccbacbccbaabacbaa,mod_4,32,11,low,interleaved,3,negative,NO,mod4_batch026,NO,TRUE,YES,FALSE,1,1
acbbbbbbbbbbbbccacc,mod_4,19,12,low,clustered,0,positive,YES,mod4_batch026,YES,TRUE,YES,TRUE,1,1
bcccbaacbaccbacaabcacbaccbaaabcacabccabaacbaccbaacc,mod_4,51,12,low,interleaved,0,positive,YES,mod4_batch026,YES,TRUE,NO,FALSE,1,1
bbbbbbbbbbbbbbbbabb,mod_4,19,18,medium,random,2,negative,NO,mod4_batch026,NO,TRUE,NO,TRUE,1,1
bbbabbbbbccbbabacccbababcbabaacbacccacbaccabaccbbcbcbbac,mod_4,56,24,medium,random,0,positive,YES,mod4_batch026,YES,TRUE,YES,TRUE,1,1
ccaacaccaccaabbbbbbbbbccaaca,mod_4,28,9,low,clustered,1,near_miss,NO,mod4_batch026,NO,TRUE,NO,TRUE,1,1
aabbbbbbbacaaccac,mod_4,17,7,low,clustered,3,negative,NO,mod4_batch026,NO,TRUE,NO,TRUE,1,1
cccacaaaacaccaac,mod_4,16,0,very_low,interleaved,0,positive,YES,mod4_batch027,YES,TRUE,YES,TRUE,1,1
ccaaaabbbbbb,mod_4,12,6,low,clustered,2,negative,NO,mod4_batch027,NO,TRUE,NO,TRUE,1,1
ccacbaaaaccaaaaaccbaaaaaaacaaaacccaaacbcaaacc,mod_4,45,3,very_low,random,3,negative,NO,mod4_batch027,NO,TRUE,NO,TRUE,1,1
bbbbbbbbbbbc,mod_4,12,11,low,interleaved,3,negative,NO,mod4_batch027,NO,TRUE,NO,TRUE,1,1
acbaacbabcccbababbaaacacabcbacabacacababbabcccbbccbbcbbbbcbabbccacbaccabccbccbccacaaabcacbcacaba,mod_4,96,32,high,random,0,positive,YES,mod4_batch027,NO,FALSE,NO,FALSE,1,1
aacaacaa,mod_4,8,0,very_low,random,0,positive,YES,mod4_batch027,YES,TRUE,YES,TRUE,1,1
ccaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccaaac,mod_4,50,40,high,clustered,0,positive,YES,mod4_batch027,NO,FALSE,YES,TRUE,1,1
caaacccbbbbbbbbbbbbbbbbbbbbbbbaccacaca,mod_4,38,23,medium,clustered,3,negative,NO,mod4_batch027,YES,FALSE,NO,TRUE,1,1
abbbbbbbba,mod_4,10,8,low,clustered,0,positive,YES,mod4_batch027,YES,TRUE,YES,TRUE,1,1
bcbbbabbcababbbbcbbaabbbbbbbcbbbccbbbcabab,mod_4,42,28,medium,random,0,positive,YES,mod4_batch027,NO,FALSE,YES,TRUE,1,1
accccaaaaccccacacacacacacacaacccccaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcaacaaaacc,mod_4,91,42,high,clustered,2,negative,NO,mod4_batch027,YES,FALSE,YES,FALSE,1,1
bbcbcbabbcbcbcba,mod_4,16,9,low,interleaved,1,near_miss,NO,mod4_batch027,NO,TRUE,YES,FALSE,1,1
bbbbbabbbbcbbbbabbbbabbbbcbbbbcbbbbabbbbcbbbbcbbbbcbbbbcbbbbc,mod_4,61,49,high,interleaved,1,near_miss,NO,mod4_batch027,YES,FALSE,NO,TRUE,1,1
babbcaa,mod_4,7,3,very_low,random,3,negative,NO,mod4_batch027,NO,TRUE,NO,TRUE,1,1
acacccaaaacaccacaccaccaccccaacaacacaccccaaacaaacaccaaccacaccaccacaacacaacaac,mod_4,76,0,very_low,interleaved,0,positive,YES,mod4_batch027,YES,TRUE,YES,TRUE,1,1
caaccac,mod_4,7,0,very_low,interleaved,0,positive,YES,mod4_batch027,YES,TRUE,YES,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,42,42,high,random,2,negative,NO,mod4_batch027,YES,FALSE,NO,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcc,mod_4,36,34,high,clustered,2,negative,NO,mod4_batch027,NO,TRUE,YES,FALSE,1,1
bba,mod_4,3,2,very_low,random,2,negative,NO,mod4_batch027,NO,TRUE,NO,TRUE,1,1
bacabaacbccacbaaabcacbaaaabcacbccac,mod_4,35,8,low,interleaved,0,positive,YES,mod4_batch027,NO,FALSE,YES,TRUE,1,1
aacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccacca,mod_4,40,31,high,clustered,3,negative,NO,mod4_batch028,NO,TRUE,YES,FALSE,1,1
acbbbbbbbbbbbbbbbbc,mod_4,19,16,medium,clustered,0,positive,YES,mod4_batch028,YES,TRUE,YES,TRUE,1,1
aaccaababaaabacacbabbcccb,mod_4,25,7,low,random,3,negative,NO,mod4_batch028,NO,TRUE,NO,TRUE,1,1
ccacacccccacacccacccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaaac,mod_4,79,55,very_high,clustered,3,negative,NO,mod4_batch028,YES,FALSE,YES,FALSE,1,1
bacccbcccbcbbbcbbbcbbcaaacbbcbcbbbbbbabaaabbabbb,mod_4,48,26,medium,random,2,negative,NO,mod4_batch028,NO,TRUE,NO,TRUE,1,1
bcaccaaaacbacccacccccbcaaacaacabaaccaccaaa,mod_4,42,4,very_low,interleaved,0,positive,YES,mod4_batch028,YES,TRUE,NO,FALSE,1,1
bcaaaccbbaabcccbcacbbcaabaaacccbbccbcaacbcbbacaccccbbacaacbabbaabaaacabbccbbcbaccccc,mod_4,84,25,medium,random,1,near_miss,NO,mod4_batch028,NO,TRUE,NO,TRUE,1,1
abbbbbbbbbbbbbaacacaccaccacac,mod_4,29,13,low,clustered,1,near_miss,NO,mod4_batch028,NO,TRUE,NO,TRUE,1,1
cbbbbbbbbbbbbcacca,mod_4,18,12,low,clustered,0,positive,YES,mod4_batch028,YES,TRUE,YES,TRUE,1,1
bbbbbabbbbbbbbbbcbbccbbbbbbbbbbcbcbbbbabbbb,mod_4,43,36,high,random,0,positive,YES,mod4_batch028,NO,FALSE,YES,TRUE,1,1
bbbbbbbbabcbabbbbbbcbabbbbbbabb,mod_4,31,25,medium,random,1,near_miss,NO,mod4_batch028,NO,TRUE,YES,FALSE,1,1
bcbccbcabaabaabaabcabcabcbacbccbcabccbcabacbcabaa,mod_4,49,17,medium,interleaved,1,near_miss,NO,mod4_batch028,NO,TRUE,NO,TRUE,1,1
baaaacaacbacacaacabccacccacbccacaaaabaaaacaccbaaccaaccbccaccaaaa,mod_4,64,7,low,interleaved,3,negative,NO,mod4_batch028,NO,TRUE,NO,TRUE,1,1
bccbcccbaacbacabacbaccbaaabcca,mod_4,30,8,low,interleaved,0,positive,YES,mod4_batch028,YES,TRUE,NO,FALSE,1,1
bbbbbbbabbbbbbbabbbbbbc,mod_4,23,20,medium,interleaved,0,positive,YES,mod4_batch028,YES,TRUE,NO,FALSE,1,1
bcbcbcbabccbcbcbcbcbaabcbabcbaabcbcbcbcbaabcbcbcbcababcbcbabccbabcbcbaa,mod_4,71,32,high,interleaved,0,positive,YES,mod4_batch028,YES,TRUE,NO,FALSE,1,1
bababacbabcbcabababac,mod_4,21,9,low,interleaved,1,near_miss,NO,mod4_batch028,NO,TRUE,NO,TRUE,1,1
babccbccbccbccbccbccbaabccbcabacbabccbaabaabacbcabacbcabcabccbacbabacbacbaabcabcabaabcabcabcabac,mod_4,96,33,high,interleaved,1,near_miss,NO,mod4_batch028,NO,TRUE,YES,FALSE,1,1
caaaaaaaacaaabbbbbacaaacc,mod_4,25,5,very_low,clustered,1,near_miss,NO,mod4_batch028,NO,TRUE,NO,TRUE,1,1
bbabbabbcbabbcbbcbbabcbbcbbaba,mod_4,30,19,medium,interleaved,3,negative,NO,mod4_batch028,NO,TRUE,YES,FALSE,1,1
bbbbbbbbbbbb,mod_4,12,12,low,clustered,0,positive,YES,mod4_batch029,YES,TRUE,YES,TRUE,1,1
ccaaccccacacca,mod_4,14,0,very_low,interleaved,0,positive,YES,mod4_batch029,YES,TRUE,YES,TRUE,1,1
acbbbbbbbbbbbbbbbbbbba,mod_4,22,19,medium,clustered,3,negative,NO,mod4_batch029,NO,TRUE,NO,TRUE,1,1
caaaccaccaccaaacaccbbbbbbbbbbbbbbbbbbbbbbbbbbbac,mod_4,48,27,medium,clustered,3,negative,NO,mod4_batch029,NO,TRUE,NO,TRUE,1,1
accacacaccaacccacbcacaaaabbacac,mod_4,31,3,very_low,random,3,negative,NO,mod4_batch029,NO,TRUE,NO,TRUE,1,1
ccaaccccccacaacaccacc,mod_4,21,0,very_low,random,0,positive,YES,mod4_batch029,YES,TRUE,YES,TRUE,1,1
bacbccabacbaccbacbacabcabcccbccbaaabcabcaabccbacabcabaaabccc,mod_4,60,17,medium,interleaved,1,near_miss,NO,mod4_batch029,NO,TRUE,YES,FALSE,1,1
bcbabbbcccbbbacbbbaacbb,mod_4,23,13,low,random,1,near_miss,NO,mod4_batch029,NO,TRUE,NO,TRUE,1,1
baacbaacaaaaccbaaaaccacabaacabbbbbcaaccbacbcaaacaaabacccabc,mod_4,59,13,low,random,1,near_miss,NO,mod4_batch029,NO,TRUE,YES,FALSE,1,1
bbbabbabbcbbabbabbbabbabbabbcbbabbabbbabbabbabbcbbabbbabbcbbabbabbcbba,mod_4,70,48,high,interleaved,0,positive,YES,mod4_batch029,NO,FALSE,NO,FALSE,1,1
bcaaacaaabcaaaaaaaabaacaccaac,mod_4,29,3,very_low,interleaved,3,negative,NO,mod4_batch029,NO,TRUE,NO,TRUE,1,1
bacccbccccbcaacabcccabcaacabacacbcaaacbccacbaacccbcacabccccabaaccbaccaa,mod_4,71,13,low,interleaved,1,near_miss,NO,mod4_batch029,NO,TRUE,NO,TRUE,1,1
ccccaaacaaaccacaaaaccccabbcccacaaacccaaacacaccccaaaccccaaaaaaacaccacccacacaaa,mod_4,77,2,very_low,clustered,2,negative,NO,mod4_batch029,YES,FALSE,NO,TRUE,1,1
bacbaacbccbaccbacbcacbcabcaabacbccc,mod_4,35,10,low,interleaved,2,negative,NO,mod4_batch029,NO,TRUE,NO,TRUE,1,1
bbbabbc,mod_4,7,5,very_low,random,1,near_miss,NO,mod4_batch029,NO,TRUE,NO,TRUE,1,1
bacaaacccacbaccaaacccaccaaccac,mod_4,30,2,very_low,random,2,negative,NO,mod4_batch029,NO,TRUE,NO,TRUE,1,1
bccaccaacacaaaaccccccccaaaccaacccaccacacbacaacacccccccacacacaccacaaccaaaaaaccaca,mod_4,80,2,very_low,interleaved,2,negative,NO,mod4_batch029,NO,TRUE,NO,TRUE,1,1
bacaaccaabaacccccabbcabbcaabcbaa,mod_4,32,8,low,random,0,positive,YES,mod4_batch029,YES,TRUE,NO,FALSE,1,1
bbbbb,mod_4,5,5,very_low,random,1,near_miss,NO,mod4_batch029,NO,TRUE,NO,TRUE,1,1
aabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccaacaaccccccaaacacaacaaaacaaccaccccccc,mod_4,72,31,high,clustered,3,negative,NO,mod4_batch029,NO,TRUE,NO,TRUE,1,1
caaacccaaaaaaccacacaaaa,mod_4,23,0,very_low,interleaved,0,positive,YES,mod4_batch030,YES,TRUE,YES,TRUE,1,1
cacacbabacccbcccaabaacccaabaacccacabcaccccaabccccaaaaaca,mod_4,56,7,low,random,3,negative,NO,mod4_batch030,NO,TRUE,NO,TRUE,1,1
bbbbbcbbbbbabbbbbcbbbbbabbbbcbbbbbabbbbbcbbbbbabbbba,mod_4,52,43,high,interleaved,3,negative,NO,mod4_batch030,NO,TRUE,NO,TRUE,1,1
cacccccacccaccaacccaccaccccacccacccacaacccccaacaacacccc,mod_4,55,0,very_low,interleaved,0,positive,YES,mod4_batch030,YES,TRUE,YES,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,28,28,medium,random,0,positive,YES,mod4_batch030,YES,TRUE,YES,TRUE,1,1
cbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,33,32,high,clustered,0,positive,YES,mod4_batch030,YES,TRUE,YES,TRUE,1,1
abaccbcbaaba,mod_4,12,4,very_low,random,0,positive,YES,mod4_batch030,YES,TRUE,YES,TRUE,1,1
bbbbcbbbcabbaabbbbbbcbbbabbbbbbbbcabbbabacbbbbbbcaa,mod_4,51,36,high,random,0,positive,YES,mod4_batch030,YES,TRUE,NO,FALSE,1,1
acacacabcbbccacaacacbcabaccccbabcacbc,mod_4,37,8,low,random,0,positive,YES,mod4_batch030,YES,TRUE,YES,TRUE,1,1
bbbbbbcbbbbbbcbbbbbbabbbbbbabbbbbbcbbbbbbabbbbbba,mod_4,49,42,high,interleaved,2,negative,NO,mod4_batch030,YES,FALSE,YES,FALSE,1,1
caacbbbbbbbbbbbbbbbbbbbca,mod_4,25,19,medium,clustered,3,negative,NO,mod4_batch030,NO,TRUE,NO,TRUE,1,1
cacaacaaaaacaaacacccccccacaacaaacccaaaacacccaaccaacaccccbbbbbbbbbacac,mod_4,69,9,low,clustered,1,near_miss,NO,mod4_batch030,NO,TRUE,NO,TRUE,1,1
baaaccaaacaabaacccccaacaabacccaaccacccbccccaaccaaaa,mod_4,51,4,very_low,interleaved,0,positive,YES,mod4_batch030,YES,TRUE,YES,TRUE,1,1
baabccabacbccabccbcccbccc,mod_4,25,7,low,interleaved,3,negative,NO,mod4_batch030,NO,TRUE,NO,TRUE,1,1
acbbbbbbbbccaaacacacccacccaacaacccaacccacaaacacaccccaaa,mod_4,55,8,low,clustered,0,positive,YES,mod4_batch030,YES,TRUE,YES,TRUE,1,1
bbabcba,mod_4,7,4,very_low,interleaved,0,positive,YES,mod4_batch030,YES,TRUE,YES,TRUE,1,1
ba,mod_4,2,1,very_low,random,1,near_miss,NO,mod4_batch030,NO,TRUE,NO,TRUE,1,1
aaaccccaaacaccccacca,mod_4,20,0,very_low,clustered,0,positive,YES,mod4_batch030,YES,TRUE,YES,TRUE,1,1
baabcccbcccbaabacabaacbcabcccbaccbcaa,mod_4,37,10,low,interleaved,2,negative,NO,mod4_batch030,NO,TRUE,YES,FALSE,1,1
cbbbcbabacaccaccaba,mod_4,19,6,low,random,2,negative,NO,mod4_batch030,NO,TRUE,YES,FALSE,1,1
bcccacaaacacbccccacccacabcaccaaccaaac,mod_4,37,3,very_low,interleaved,3,negative,NO,mod4_batch031,NO,TRUE,NO,TRUE,1,1
cccabbbbccaaaaccacacacca,mod_4,24,4,very_low,clustered,0,positive,YES,mod4_batch031,YES,TRUE,YES,TRUE,1,1
abccbbacbbccbbb,mod_4,15,8,low,random,0,positive,YES,mod4_batch031,YES,TRUE,NO,FALSE,1,1
bbbbbbbbbbbbbbbbb,mod_4,17,17,medium,random,1,near_miss,NO,mod4_batch031,NO,TRUE,NO,TRUE,1,1
ccccbbbbbbbbbbbbaacca,mod_4,21,12,low,clustered,0,positive,YES,mod4_batch031,NO,FALSE,YES,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,36,36,high,clustered,0,positive,YES,mod4_batch031,NO,FALSE,YES,TRUE,1,1
accccacaaac,mod_4,11,0,very_low,interleaved,0,positive,YES,mod4_batch031,YES,TRUE,YES,TRUE,1,1
ccccaaacccaaaacaacaccccccaacaaaaaacaabbbbbbbbbbbbbbbbbbbcacccccccaccccacacaccccacaacaccacaaaa,mod_4,93,19,medium,clustered,3,negative,NO,mod4_batch031,YES,FALSE,NO,TRUE,1,1
bbbbbacbcbb,mod_4,11,8,low,random,0,positive,YES,mod4_batch031,YES,TRUE,YES,TRUE,1,1
babcbabac,mod_4,9,4,very_low,interleaved,0,positive,YES,mod4_batch031,YES,TRUE,NO,FALSE,1,1
ccaaacbbbbbbbb,mod_4,14,8,low,clustered,0,positive,YES,mod4_batch031,YES,TRUE,YES,TRUE,1,1
bbbbcbbbabbbabbbcbbbc,mod_4,21,16,medium,interleaved,0,positive,YES,mod4_batch031,NO,FALSE,YES,TRUE,1,1
bbabbbbbbbbacaacbcbbaabbbbbbbccccbaccbbbbbabcabbbbcacbbabccb,mod_4,60,35,high,random,3,negative,NO,mod4_batch031,NO,TRUE,NO,TRUE,1,1
bacbbbbbbbbcbabcbccabcbbb,mod_4,25,16,medium,random,0,positive,YES,mod4_batch031,NO,FALSE,NO,FALSE,1,1
cacaaccaaccacacacccaaaccca,mod_4,26,0,very_low,interleaved,0,positive,YES,mod4_batch031,YES,TRUE,YES,TRUE,1,1
bcbcbacbbbcbcaccccbccabaabccbabbaaabacbbacbc,mod_4,44,17,medium,random,1,near_miss,NO,mod4_batch031,NO,TRUE,YES,FALSE,1,1
cbbbbbabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,56,54,very_high,random,2,negative,NO,mod4_batch031,NO,TRUE,NO,TRUE,1,1
caacaabbbbbbbbbcaaaaccccccca,mod_4,28,9,low,clustered,1,near_miss,NO,mod4_batch031,NO,TRUE,NO,TRUE,1,1
abccacaaacbccaabacabbcabcca,mod_4,27,6,low,random,2,negative,NO,mod4_batch031,NO,TRUE,NO,TRUE,1,1
bbbbabbbbcbbbcbbbbcbbbcbbbbcbbbbabbbcbbbbabbbabbbbabbbbcbbbcbbbbcbbbcbbbbcbbbbcbbbcbbbbabbbc,mod_4,92,72,very_high,interleaved,0,positive,YES,mod4_batch031,NO,FALSE,NO,FALSE,1,1
cccacccbbbbbcbaacbcbbaacccbabbcaccacabcacbabbaabcbbabbabbabacbcabbcbbcabbabaabcbbacacbcbbcab,mod_4,92,39,high,random,3,negative,NO,mod4_batch032,NO,TRUE,NO,TRUE,1,1
bcccabcbba,mod_4,10,4,very_low,random,0,positive,YES,mod4_batch032,YES,TRUE,NO,FALSE,1,1
bbbabbbabbbcbbbabbbabbba,mod_4,24,18,medium,interleaved,2,negative,NO,mod4_batch032,NO,TRUE,YES,FALSE,1,1
aaacacacccccbbbbbbbbbbaaa,mod_4,25,10,low,clustered,2,negative,NO,mod4_batch032,NO,TRUE,NO,TRUE,1,1
caaaaaaaaaaccacaaccacccccacaacaccaaacacaacacacccabbbbbbbbbbbbbbbbbbbbbbbbbbcaccacccca,mod_4,85,26,medium,clustered,2,negative,NO,mod4_batch032,NO,TRUE,YES,FALSE,1,1
ccccc,mod_4,5,0,very_low,random,0,positive,YES,mod4_batch032,YES,TRUE,YES,TRUE,1,1
bbbcbbbabbcbbbabbc,mod_4,18,13,low,interleaved,1,near_miss,NO,mod4_batch032,NO,TRUE,YES,FALSE,1,1
bbaabbbbbbbabbabbbbbbbbaabbbbb,mod_4,30,24,medium,random,0,positive,YES,mod4_batch032,NO,FALSE,NO,FALSE,1,1
bcacccbcccaabaccaabacaacbcccacbaccaa,mod_4,36,6,low,interleaved,2,negative,NO,mod4_batch032,NO,TRUE,NO,TRUE,1,1
aacccacacaccbbbbbbbbbbbbccaccccccaaac,mod_4,37,12,low,clustered,0,positive,YES,mod4_batch032,NO,FALSE,YES,TRUE,1,1
acccaccaccccccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaaaccacc,mod_4,55,33,high,clustered,1,near_miss,NO,mod4_batch032,NO,TRUE,YES,FALSE,1,1
acccbaabbaabcaaccabcabacbbcccbcaabbb,mod_4,36,12,low,random,0,positive,YES,mod4_batch032,NO,FALSE,NO,FALSE,1,1
bccbccbccbaabcabaabccabcabccbcabaabacbaccbaabaabacbacbcabaca,mod_4,60,19,medium,interleaved,3,negative,NO,mod4_batch032,YES,FALSE,YES,FALSE,1,1
acccccacaccacaaaccacaaccaacaaccccaacbcccaacccaaa,mod_4,48,1,very_low,random,1,near_miss,NO,mod4_batch032,NO,TRUE,NO,TRUE,1,1
ccacaccaacaacaccccaccacaacbbac,mod_4,30,2,very_low,random,2,negative,NO,mod4_batch032,NO,TRUE,NO,TRUE,1,1
bcaaccaacaaccaaabaacaacaccccacca,mod_4,32,2,very_low,interleaved,2,negative,NO,mod4_batch032,NO,TRUE,NO,TRUE,1,1
bcaaacaccaabaccacccaacabcaccaacaaabcaaacccaaacbcccccccccca,mod_4,58,5,very_low,interleaved,1,near_miss,NO,mod4_batch032,NO,TRUE,NO,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaccaa,mod_4,41,36,high,clustered,0,positive,YES,mod4_batch032,YES,TRUE,YES,TRUE,1,1
bbbcccaca,mod_4,9,3,very_low,clustered,3,negative,NO,mod4_batch032,NO,TRUE,NO,TRUE,1,1
baacbccacbacccbaacbccccbacaa,mod_4,28,6,low,interleaved,2,negative,NO,mod4_batch032,NO,TRUE,YES,FALSE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,30,30,medium,interleaved,2,negative,NO,mod4_batch033,NO,TRUE,NO,TRUE,1,1
bbcbcbbcbcbbabcbcbbcbcbbababa,mod_4,29,17,medium,interleaved,1,near_miss,NO,mod4_batch033,NO,TRUE,NO,TRUE,1,1
caaaccbbbbbcacaacaccacaaacaccccccaccacccca,mod_4,42,5,very_low,clustered,1,near_miss,NO,mod4_batch033,NO,TRUE,NO,TRUE,1,1
bbcbcbabcbababcbabababbcbcbababcbabababcbabbcbcbcbabcbabababcbcba,mod_4,65,34,high,interleaved,2,negative,NO,mod4_batch033,YES,FALSE,YES,FALSE,1,1
